titleSlug,title,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
count-number-of-ways-to-place-houses,Count Number of Ways to Place Houses,Medium,40.64440064,FALSE,dynamic-programming,algorithms
maximum-score-of-spliced-array,Maximum Score Of Spliced Array,Hard,55.78484317,FALSE,"array,dynamic-programming",algorithms
minimum-score-after-removals-on-a-tree,Minimum Score After Removals on a Tree,Hard,50.71929177,FALSE,"array,bit-manipulation,tree,depth-first-search",algorithms
find-minimum-time-to-finish-all-jobs-ii,Find Minimum Time to Finish All Jobs II,Medium,74.0248227,TRUE,"array,greedy,sorting",algorithms
product-sales-analysis-iv,Product Sales Analysis IV,Medium,76.46814692,TRUE,database,database
decode-the-message,Decode the Message,Easy,84.6398321,FALSE,"hash-table,string",algorithms
spiral-matrix-iv,Spiral Matrix IV,Medium,74.66563072,FALSE,"array,linked-list,matrix,simulation",algorithms
number-of-people-aware-of-a-secret,Number of People Aware of a Secret,Medium,44.77357848,FALSE,"dynamic-programming,queue,simulation",algorithms
number-of-increasing-paths-in-a-grid,Number of Increasing Paths in a Grid,Hard,47.60304659,FALSE,"array,dynamic-programming,depth-first-search,breadth-first-search,graph,topological-sort,memoization,matrix",algorithms
product-sales-analysis-v,Product Sales Analysis V,Easy,68.65747831,TRUE,database,database
valid-palindrome-iv,Valid Palindrome IV,Medium,75.90859031,TRUE,"two-pointers,string",algorithms
evaluate-boolean-binary-tree,Evaluate Boolean Binary Tree,Easy,78.43805393,FALSE,"tree,depth-first-search,binary-tree",algorithms
the-latest-time-to-catch-a-bus,The Latest Time to Catch a Bus,Medium,23.63051219,FALSE,"array,two-pointers,binary-search,sorting",algorithms
minimum-sum-of-squared-difference,Minimum Sum of Squared Difference,Medium,25.48943814,FALSE,"array,math,sorting,heap-priority-queue",algorithms
subarray-with-elements-greater-than-varying-threshold,Subarray With Elements Greater Than Varying Threshold,Hard,41.19910877,FALSE,"array,stack,union-find,monotonic-stack",algorithms
minimum-amount-of-time-to-fill-cups,Minimum Amount of Time to Fill Cups,Easy,56.41029838,FALSE,"array,greedy,sorting,heap-priority-queue",algorithms
smallest-number-in-infinite-set,Smallest Number in Infinite Set,Medium,71.25332545,FALSE,"hash-table,design,heap-priority-queue",algorithms
move-pieces-to-obtain-a-string,Move Pieces to Obtain a String,Medium,47.77985245,FALSE,"two-pointers,string",algorithms
count-the-number-of-ideal-arrays,Count the Number of Ideal Arrays,Hard,26.30405222,FALSE,"math,dynamic-programming,combinatorics,number-theory",algorithms
all-the-matches-of-the-league,All the Matches of the League,Easy,88.1345689,TRUE,database,database
minimum-adjacent-swaps-to-make-a-valid-array,Minimum Adjacent Swaps to Make a Valid Array,Medium,74.98038337,TRUE,"array,greedy",algorithms
maximum-number-of-pairs-in-array,Maximum Number of Pairs in Array,Easy,75.83725261,FALSE,"array,hash-table,counting",algorithms
max-sum-of-a-pair-with-equal-sum-of-digits,Max Sum of a Pair With Equal Sum of Digits,Medium,53.28813113,FALSE,"array,hash-table,sorting,heap-priority-queue",algorithms
query-kth-smallest-trimmed-number,Query Kth Smallest Trimmed Number,Medium,41.33205427,FALSE,"array,string,divide-and-conquer,sorting,heap-priority-queue,radix-sort,quickselect",algorithms
minimum-deletions-to-make-array-divisible,Minimum Deletions to Make Array Divisible,Hard,56.70986216,FALSE,"array,math,sorting,heap-priority-queue,number-theory",algorithms
finding-the-number-of-visible-mountains,Finding the Number of Visible Mountains,Medium,42.20472441,TRUE,"array,stack,sorting,monotonic-stack",algorithms
compute-the-rank-as-a-percentage,Compute the Rank as a Percentage,Medium,33.21880154,TRUE,database,database
best-poker-hand,Best Poker Hand,Easy,60.57309225,FALSE,"array,hash-table,counting",algorithms
number-of-zero-filled-subarrays,Number of Zero-Filled Subarrays,Medium,66.733118,FALSE,"array,math",algorithms
design-a-number-container-system,Design a Number Container System,Medium,45.57467209,FALSE,"hash-table,design,heap-priority-queue,ordered-set",algorithms
shortest-impossible-sequence-of-rolls,Shortest Impossible Sequence of Rolls,Hard,67.92268308,FALSE,"array,hash-table,greedy",algorithms
first-letter-to-appear-twice,First Letter to Appear Twice,Easy,74.64500244,FALSE,"hash-table,string,counting",algorithms
equal-row-and-column-pairs,Equal Row and Column Pairs,Medium,70.54609465,FALSE,"array,hash-table,matrix,simulation",algorithms
design-a-food-rating-system,Design a Food Rating System,Medium,34.63270267,FALSE,"hash-table,design,heap-priority-queue,ordered-set",algorithms
number-of-excellent-pairs,Number of Excellent Pairs,Hard,45.89434946,FALSE,"array,hash-table,binary-search,bit-manipulation",algorithms
maximum-number-of-books-you-can-take,Maximum Number of Books You Can Take,Hard,44.09317804,TRUE,"array,dynamic-programming,stack,monotonic-stack",algorithms
number-of-unique-subjects-taught-by-each-teacher,Number of Unique Subjects Taught by Each Teacher,Easy,89.41391463,FALSE,database,database
make-array-zero-by-subtracting-equal-amounts,Make Array Zero by Subtracting Equal Amounts,Easy,72.42340449,FALSE,"array,hash-table,greedy,sorting,heap-priority-queue,simulation",algorithms
maximum-number-of-groups-entering-a-competition,Maximum Number of Groups Entering a Competition,Medium,67.59430473,FALSE,"array,math,binary-search,greedy",algorithms
find-closest-node-to-given-two-nodes,Find Closest Node to Given Two Nodes,Medium,46.10782575,FALSE,"depth-first-search,graph",algorithms
longest-cycle-in-a-graph,Longest Cycle in a Graph,Hard,50.70223566,FALSE,"depth-first-search,graph,topological-sort",algorithms
minimum-costs-using-the-train-line,Minimum Costs Using the Train Line,Hard,76.3217987,TRUE,"array,dynamic-programming",algorithms
generate-the-invoice,Generate the Invoice,Hard,78.17258883,TRUE,database,database
merge-similar-items,Merge Similar Items,Easy,75.50268166,FALSE,"array,hash-table,sorting,ordered-set",algorithms
count-number-of-bad-pairs,Count Number of Bad Pairs,Medium,40.99287996,FALSE,"array,hash-table",algorithms
task-scheduler-ii,Task Scheduler II,Medium,46.78140599,FALSE,"array,hash-table,simulation",algorithms
minimum-replacements-to-sort-the-array,Minimum Replacements to Sort the Array,Hard,40.88667892,FALSE,"array,math,greedy",algorithms
number-of-arithmetic-triplets,Number of Arithmetic Triplets,Easy,83.56151188,FALSE,"array,hash-table,two-pointers,enumeration",algorithms
reachable-nodes-with-restrictions,Reachable Nodes With Restrictions,Medium,57.84289321,FALSE,"array,hash-table,tree,depth-first-search,breadth-first-search,graph",algorithms
check-if-there-is-a-valid-partition-for-the-array,Check if There is a Valid Partition For The Array,Medium,40.16222528,FALSE,"array,dynamic-programming",algorithms
longest-ideal-subsequence,Longest Ideal Subsequence,Medium,37.66545613,FALSE,"hash-table,string,dynamic-programming",algorithms
minimize-maximum-value-in-a-grid,Minimize Maximum Value in a Grid,Hard,71.19764879,TRUE,"array,greedy,union-find,graph,topological-sort,sorting,matrix",algorithms
calculate-the-influence-of-each-salesperson,Calculate the Influence of Each Salesperson,Medium,85.18404908,TRUE,database,database
largest-local-values-in-a-matrix,Largest Local Values in a Matrix,Easy,83.30726309,FALSE,"array,matrix",algorithms
node-with-highest-edge-score,Node With Highest Edge Score,Medium,46.50297086,FALSE,"hash-table,graph",algorithms
construct-smallest-number-from-di-string,Construct Smallest Number From DI String,Medium,74.62052825,FALSE,"string,backtracking,stack,greedy",algorithms
count-special-integers,Count Special Integers,Hard,36.44415015,FALSE,"math,dynamic-programming",algorithms
sort-the-olympic-table,Sort the Olympic Table,Easy,78.16952427,TRUE,database,database
choose-edges-to-maximize-score-in-a-tree,Choose Edges to Maximize Score in a Tree,Medium,60.4620462,TRUE,"dynamic-programming,tree,depth-first-search",algorithms
minimum-recolors-to-get-k-consecutive-black-blocks,Minimum Recolors to Get K Consecutive Black Blocks,Easy,57.77765999,FALSE,"string,sliding-window",algorithms
time-needed-to-rearrange-a-binary-string,Time Needed to Rearrange a Binary String,Medium,48.98580779,FALSE,"string,dynamic-programming,simulation",algorithms
shifting-letters-ii,Shifting Letters II,Medium,35.10081975,FALSE,"array,string,prefix-sum",algorithms
maximum-segment-sum-after-removals,Maximum Segment Sum After Removals,Hard,47.63588157,FALSE,"array,union-find,prefix-sum,ordered-set",algorithms
minimum-hours-of-training-to-win-a-competition,Minimum Hours of Training to Win a Competition,Easy,40.98462519,FALSE,"array,greedy",algorithms
largest-palindromic-number,Largest Palindromic Number,Medium,31.279578,FALSE,"hash-table,string,greedy",algorithms
amount-of-time-for-binary-tree-to-be-infected,Amount of Time for Binary Tree to Be Infected,Medium,56.66941856,FALSE,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
find-the-k-sum-of-an-array,Find the K-Sum of an Array,Hard,38.05271651,FALSE,"array,sorting,heap-priority-queue",algorithms
median-of-a-row-wise-sorted-matrix,Median of a Row Wise Sorted Matrix,Medium,68.77637131,TRUE,"array,binary-search,matrix",algorithms
change-null-values-in-a-table-to-the-previous-value,Change Null Values in a Table to the Previous Value,Medium,64.15213946,TRUE,database,database
longest-subsequence-with-limited-sum,Longest Subsequence With Limited Sum,Easy,72.39211127,FALSE,"array,binary-search,greedy,sorting,prefix-sum",algorithms
removing-stars-from-a-string,Removing Stars From a String,Medium,72.46754641,FALSE,"string,stack,simulation",algorithms
minimum-amount-of-time-to-collect-garbage,Minimum Amount of Time to Collect Garbage,Medium,84.05459635,FALSE,"array,string,prefix-sum",algorithms
build-a-matrix-with-conditions,Build a Matrix With Conditions,Hard,59.54064544,FALSE,"array,graph,topological-sort,matrix",algorithms
count-strictly-increasing-subarrays,Count Strictly Increasing Subarrays,Medium,72.88819876,TRUE,"array,math,dynamic-programming",algorithms
employees-with-deductions,Employees With Deductions,Medium,41.66666667,TRUE,database,database
find-subarrays-with-equal-sum,Find Subarrays With Equal Sum,Easy,64.40402491,FALSE,"array,hash-table",algorithms
strictly-palindromic-number,Strictly Palindromic Number,Medium,87.65093304,FALSE,"math,two-pointers,brainteaser",algorithms
maximum-rows-covered-by-columns,Maximum Rows Covered by Columns,Medium,52.99111111,FALSE,"array,backtracking,bit-manipulation,matrix,enumeration",algorithms
maximum-number-of-robots-within-budget,Maximum Number of Robots Within Budget,Hard,33.03386014,FALSE,"array,binary-search,queue,sliding-window,heap-priority-queue,prefix-sum",algorithms
check-distances-between-same-letters,Check Distances Between Same Letters,Easy,70.68287594,FALSE,"array,hash-table,string",algorithms
number-of-ways-to-reach-a-position-after-exactly-k-steps,Number of Ways to Reach a Position After Exactly k Steps,Medium,33.03604323,FALSE,"math,dynamic-programming,combinatorics",algorithms
longest-nice-subarray,Longest Nice Subarray,Medium,49.3182676,FALSE,"array,bit-manipulation,sliding-window",algorithms
meeting-rooms-iii,Meeting Rooms III,Hard,33.4801937,FALSE,"array,sorting,heap-priority-queue",algorithms
minimum-time-to-kill-all-monsters,Minimum Time to Kill All Monsters,Hard,52.98416565,TRUE,"array,dynamic-programming,bit-manipulation,bitmask",algorithms
most-frequent-even-element,Most Frequent Even Element,Easy,50.9187189,FALSE,"array,hash-table,counting",algorithms
optimal-partition-of-string,Optimal Partition of String,Medium,80.09016923,FALSE,"hash-table,string,greedy",algorithms
divide-intervals-into-minimum-number-of-groups,Divide Intervals Into Minimum Number of Groups,Medium,46.0091962,FALSE,"array,two-pointers,greedy,sorting,heap-priority-queue,prefix-sum",algorithms
longest-increasing-subsequence-ii,Longest Increasing Subsequence II,Hard,21.97935321,FALSE,"array,divide-and-conquer,dynamic-programming,binary-indexed-tree,segment-tree,queue,monotonic-queue",algorithms
design-sql,Design SQL,Medium,83.68121442,TRUE,"array,hash-table,string,design",algorithms
count-days-spent-together,Count Days Spent Together,Easy,43.77813749,FALSE,"math,string",algorithms
maximum-matching-of-players-with-trainers,Maximum Matching of Players With Trainers,Medium,61.18195006,FALSE,"array,two-pointers,greedy,sorting",algorithms
smallest-subarrays-with-maximum-bitwise-or,Smallest Subarrays With Maximum Bitwise OR,Medium,41.62811811,FALSE,"array,binary-search,bit-manipulation,sliding-window",algorithms
minimum-money-required-before-transactions,Minimum Money Required Before Transactions,Hard,39.54243816,FALSE,"array,greedy,sorting",algorithms
smallest-even-multiple,Smallest Even Multiple,Easy,87.71916798,FALSE,"math,number-theory",algorithms
length-of-the-longest-alphabetical-continuous-substring,Length of the Longest Alphabetical Continuous Substring,Medium,56.24422307,FALSE,string,algorithms
reverse-odd-levels-of-binary-tree,Reverse Odd Levels of Binary Tree,Medium,76.88110882,FALSE,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
sum-of-prefix-scores-of-strings,Sum of Prefix Scores of Strings,Hard,43.87085446,FALSE,"array,string,trie,counting",algorithms
closest-fair-integer,Closest Fair Integer,Medium,44.69240048,TRUE,"math,enumeration",algorithms
sort-the-people,Sort the People,Easy,80.86547252,FALSE,"array,hash-table,string,sorting",algorithms
longest-subarray-with-maximum-bitwise-and,Longest Subarray With Maximum Bitwise AND,Medium,48.00561547,FALSE,"array,bit-manipulation,brainteaser",algorithms
find-all-good-indices,Find All Good Indices,Medium,37.53127097,FALSE,"array,dynamic-programming,prefix-sum",algorithms
number-of-good-paths,Number of Good Paths,Hard,57.41537,FALSE,"array,tree,union-find,graph",algorithms
merge-operations-to-turn-array-into-a-palindrome,Merge Operations to Turn Array Into a Palindrome,Medium,69.98411858,TRUE,"array,two-pointers,greedy",algorithms
remove-letter-to-equalize-frequency,Remove Letter To Equalize Frequency,Easy,17.83208558,FALSE,"hash-table,string,counting",algorithms
longest-uploaded-prefix,Longest Uploaded Prefix,Medium,54.03131738,FALSE,"binary-search,union-find,design,binary-indexed-tree,segment-tree,heap-priority-queue,ordered-set",algorithms
bitwise-xor-of-all-pairings,Bitwise XOR of All Pairings,Medium,58.4311204,FALSE,"array,bit-manipulation,brainteaser",algorithms
number-of-pairs-satisfying-inequality,Number of Pairs Satisfying Inequality,Hard,43.39073826,FALSE,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set",algorithms
number-of-common-factors,Number of Common Factors,Easy,79.737759,FALSE,"math,enumeration,number-theory",algorithms
maximum-sum-of-an-hourglass,Maximum Sum of an Hourglass,Medium,74.30311486,FALSE,"array,matrix,prefix-sum",algorithms
minimize-xor,Minimize XOR,Medium,42.61776339,FALSE,"greedy,bit-manipulation",algorithms
maximum-deletions-on-a-string,Maximum Deletions on a String,Hard,31.95667516,FALSE,"string,dynamic-programming,rolling-hash,string-matching,hash-function",algorithms
