problem_statement,titleslug,title,tags,num_occur
"Given a string s, partition s such that every substring of the partition is a palindrome. Return all possible palindrome partitioning of s.  ",palindrome-partitioning,Palindrome Partitioning,"String, Dynamic Programming, Backtracking",2
"Given the root of a binary tree and an integer targetSum, return true if the tree has a root-to-leaf path such that adding up all the values along the path equals targetSum. A leaf is a node with no children.  ",path-sum,Path Sum,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",2
"Given the root of a binary tree, return the bottom-up level order traversal of its nodes' values. (i.e., from left to right, level by level from leaf to root).  ",binary-tree-level-order-traversal-ii,Binary Tree Level Order Traversal II,"Tree, Breadth-First Search, Binary Tree",2
"Given an integer array nums that may contain duplicates, return all possible subsets (the power set). The solution set must not contain duplicate subsets. Return the solution in any order.  ",subsets-ii,Subsets II,"Array, Backtracking, Bit Manipulation",2
"An n-bit gray code sequence is a sequence of 2n integers where:  Every integer is in the inclusive range [0, 2n - 1], The first integer is 0, An integer appears no more than once in the sequence, The binary representation of every pair of adjacent integers differs by exactly one bit, and The binary representation of the first and last integers differs by exactly one bit.  Given an integer n, return any valid n-bit gray code sequence.  ",gray-code,Gray Code,"Math, Backtracking, Bit Manipulation",2
"Given two integers n and k, return all possible combinations of k numbers chosen from the range [1, n]. You may return the answer in any order.  ",combinations,Combinations,Backtracking,2
"Given a positive integer n, generate an n x n matrix filled with elements from 1 to n2 in spiral order.  ",spiral-matrix-ii,Spiral Matrix II,"Array, Matrix, Simulation",2
"The count-and-say sequence is a sequence of digit strings defined by the recursive formula:  countAndSay(1) = ""1"" countAndSay(n) is the way you would ""say"" the digit string from countAndSay(n-1), which is then converted into a different digit string.  To determine how you ""say"" a digit string, split it into the minimal number of substrings such that each substring contains exactly one unique digit. Then for each substring, say the number of digits, then say the digit. Finally, concatenate every said digit. For example, the saying and conversion for digit string ""3322251"":  Given a positive integer n, return the nth term of the count-and-say sequence.  ",count-and-say,Count and Say,String,2
"You are given a 0-indexed integer array nums of length n. The average difference of the index i is the absolute difference between the average of the first i + 1 elements of nums and the average of the last n - i - 1 elements. Both averages should be rounded down to the nearest integer. Return the index with the minimum average difference. If there are multiple such indices, return the smallest one. Note:  The absolute difference of two numbers is the absolute value of their difference. The average of n elements is the sum of the n elements divided (integer division) by n. The average of 0 elements is considered to be 0.   ",minimum-average-difference,Minimum Average Difference,"Array, Prefix Sum",1
"You are given a 0-indexed integer array tasks, where tasks[i] represents the difficulty level of a task. In each round, you can complete either 2 or 3 tasks of the same difficulty level. Return the minimum rounds required to complete all the tasks, or -1 if it is not possible to complete all the tasks.  ",minimum-rounds-to-complete-all-tasks,Minimum Rounds to Complete All Tasks,"Array, Hash Table, Greedy, Counting",1
"You are given a 0-indexed integer array nums and an integer pivot. Rearrange nums such that the following conditions are satisfied:  Every element less than pivot appears before every element greater than pivot. Every element equal to pivot appears in between the elements less than and greater than pivot. The relative order of the elements less than pivot and the elements greater than pivot is maintained. 	 More formally, consider every pi, pj where pi is the new position of the ith element and pj is the new position of the jth element. For elements less than pivot, if i < j and nums[i] < pivot and nums[j] < pivot, then pi < pj. Similarly for elements greater than pivot, if i < j and nums[i] > pivot and nums[j] > pivot, then pi < pj.    Return nums after the rearrangement.  ",partition-array-according-to-given-pivot,Partition Array According to Given Pivot,"Array, Two Pointers, Simulation",1
"You are given a positive integer num consisting of exactly four digits. Split num into two new integers new1 and new2 by using the digits found in num. Leading zeros are allowed in new1 and new2, and all the digits found in num must be used.  For example, given num = 2932, you have the following digits: two 2's, one 9 and one 3. Some of the possible pairs [new1, new2] are [22, 93], [23, 92], [223, 9] and [2, 329].  Return the minimum possible sum of new1 and new2.  ",minimum-sum-of-four-digit-number-after-splitting-digits,Minimum Sum of Four Digit Number After Splitting Digits,"Math, Greedy, Sorting",1
